Turn,Valerius,Mevrouw Grootman,Lisette,Eloiza,Leander
129,0.4,0.0,0.0,0.0,-0.2
130,0.52,0.0,0.0,0.0,0.0
131,0.32,0.0,0.0,0.0,0.2
132,0.52,0.0,0.0,0.0,0.2
133,0.32,0.0,0.0,0.0,0.4
134,0.349787234043,0.0,0.0,0.0,0.4
135,0.229787234043,0.0,0.0,0.0,0.6
136,0.109787234043,0.0,0.0,0.0,0.4
137,-0.0902127659574,0.0,0.0,0.0,0.6
138,0.0431205673759,0.0,0.0,0.0,0.4
139,0.0133333333333,0.0,0.0,0.0,0.4
140,0.0266666666667,0.0,0.0,0.0,0.2
141,0.146666666667,0.0,0.0,0.0,0.4
142,0.346666666667,0.0,0.0,0.0,0.2
143,0.213333333333,0.0,0.0,0.0,0.2
144,0.163333333333,0.0,0.0,0.0,0.2
145,0.15,0.0,0.0,0.0,0.4
146,-0.05,0.0,0.0,0.0,0.2
147,-0.25,0.0,0.0,0.0,0.0
148,-0.25,0.0,0.0,0.0,0.0
149,-0.166666666667,0.0,0.0,0.0,0.0
150,-0.166666666667,0.0,0.0,0.0,-0.2
151,0.0333333333333,0.0,0.0,0.0,-0.2
152,0.0333333333333,0.0,0.0,0.0,0.0
153,0.0333333333333,0.0,0.2,0.0,0.0
154,0.0,0.0,0.2,0.2,0.0
155,0.0,0.0,0.2,0.2,0.0
156,0.0,0.12,0.2,0.2,0.0
157,0.0,0.12,0.2,0.4,0.0
158,0.0,0.12,0.0,0.4,0.0
159,0.0,0.12,0.0,0.4,0.0
160,0.0,0.32,0.0,0.4,0.0
161,0.0,0.2,0.0,0.4,0.0
162,-0.2,0.2,0.0,0.2,0.0
163,-0.2,0.2,0.0,0.2,0.0
164,-0.2,0.2,0.0,0.0,0.0
165,-0.2,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0,0.0
167,0.2,0.2,0.0,0.0,0.0
168,0.4,0.2,0.0,0.0,0.0
169,0.4,0.4,0.0,0.0,0.0
170,0.2,0.4,0.0,0.0,0.0
171,0.0,0.2,0.0,0.0,0.0
172,-0.2,0.0,0.0,0.0,0.0
173,-0.4,0.2,0.0,0.0,0.0
174,-0.4,0.0,0.0,0.0,0.0
175,-0.2,0.0,0.0,0.0,0.0
176,-0.4,0.2,0.0,0.0,0.0
177,-0.2,0.2,0.0,0.0,0.0
178,-0.266666666667,0.0,0.0,0.0,0.0
179,-0.266666666667,0.1,0.0,0.0,0.0
180,-0.466666666667,0.1,0.0,0.0,0.0
181,-0.266666666667,0.1,0.0,0.0,0.0
182,-0.266666666667,0.1,0.0,0.0,0.0
183,0.0,0.1,0.0,0.0,0.0
184,0.0,0.0,0.0,0.2,0.0
185,0.3,0.0,0.0,0.2,0.0
186,0.3,0.0,0.0,0.0,0.0
187,0.5,0.0,0.0,0.0,0.0
188,0.3,0.0,0.0,0.0,0.0
189,0.5,0.0,0.0,-0.2,0.0
190,0.4,0.0,0.0,0.0,0.0
191,0.4,0.0,0.0,0.2,0.0
192,0.2,0.0,0.0,0.333333333333,0.0
193,0.133333333333,0.0,0.0,0.333333333333,0.0
194,-0.0666666666667,0.0,0.0,0.333333333333,0.0
195,-0.266666666667,0.0,0.0,0.133333333333,0.0
196,-0.266666666667,0.0,0.0,0.133333333333,0.0
197,-0.266666666667,0.0,0.0,0.0,0.0
198,-0.2,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0,0.0
200,0.2,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,-0.2,0.0
203,0.2,0.0,0.0,-0.2,0.0
204,0.0,0.0,0.0,-0.2,0.0
205,0.2,0.0,0.0,-0.2,0.0
206,0.4,0.0,0.0,-0.2,0.0
207,0.4,0.0,0.0,0.0,0.0
208,0.2,0.0,0.0,0.0,0.0
209,0.4,0.0,0.0,0.0,0.0
210,0.2,0.0,0.0,0.2,0.0
211,0.333333333333,0.0,0.0,0.2,0.0
212,0.333333333333,0.0,0.0,0.1,0.0
213,0.333333333333,0.0,0.0,0.1,0.2
214,0.133333333333,0.0,0.0,0.3,0.2
215,0.133333333333,0.0,0.0,0.1,0.2
216,0.0,0.0,0.0,0.22,0.2
217,0.0,0.0,0.0,0.32,0.2
218,0.0,0.0,0.0,0.32,0.0
219,0.0,0.0,0.0,0.12,0.2
220,0.0,0.0,0.0,0.0533333333333,0.2
221,0.0,0.0,0.0,-0.0666666666667,0.2
222,0.0,0.0,0.0,-0.106666666667,0.2
223,0.0,0.0,0.0,-0.106666666667,0.266666666667
224,0.0,0.0,0.0,-0.173333333333,0.0666666666667
225,0.0,0.0,0.0,-0.106666666667,0.186666666667
226,0.0,0.0,0.2,-0.106666666667,0.186666666667
227,0.0,0.0,0.2,-0.0666666666667,0.186666666667
228,0.0,0.0,0.4,-0.0666666666667,0.12
229,0.0,0.0,0.4,0.0,0.12
230,0.0,0.0,0.4,0.0,0.0
231,0.0,0.0,0.2,0.0,0.0
232,0.0,0.0,0.2,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.2,0.0,0.0
237,0.0,0.0,0.2,0.0,0.0
238,0.0,0.0,0.2,0.0,0.0
239,0.0,0.0,0.2,0.0,0.0
240,0.0,0.0,0.2,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,-0.2,0.0,0.0
245,0.0,0.0,-0.2,0.0,0.0
246,0.0,0.0,-0.2,0.0,0.0
247,0.0,0.0,-0.2,0.0,0.0
248,0.0,0.0,-0.2,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0
251,0.0,-0.04,0.0,0.0,0.0
252,0.0,-0.04,0.2,0.0,0.0
253,0.0,-0.04,0.2,0.0,0.0
254,0.0,-0.04,0.2,0.0,0.0
255,0.0,-0.04,0.2,0.0,0.0
256,-0.0857142857143,0.0,0.2,0.0,0.0
257,-0.0857142857143,0.0,0.0,0.0,0.0
258,-0.0857142857143,0.0,0.0,0.0,0.0
259,-0.0857142857143,0.0,0.0,0.0,0.0
260,-0.0190476190476,0.0,0.0,0.0,0.0
261,0.0666666666667,0.2,0.0,0.0,0.0
262,0.0666666666667,0.342857142857,0.0,0.0,0.0
263,0.0666666666667,0.342857142857,0.0,0.0,0.0
264,0.0666666666667,0.342857142857,0.0,0.0,0.0
265,0.0,0.342857142857,0.0,0.0,0.0
266,0.0,-0.0571428571429,0.0,0.0,0.0
267,0.0,-0.2,0.0,0.0,0.0
268,0.0,-0.2,0.0,0.0,0.0
269,0.0,-0.2,0.0,0.0,0.0
270,0.0,-0.2,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0
272,0.0,0.2,0.0,0.0,0.0
273,0.0,0.2,0.0,0.0,0.0
274,0.0,0.4,0.0,0.0,0.0
275,0.0,0.4,0.0,0.0,0.0
276,0.0,0.5,0.0,0.0,0.0
277,0.0,0.3,0.0,0.0,0.0
278,0.0,0.3,0.0,0.0,0.0
279,0.0,0.1,0.0,0.0,0.0
280,0.0,0.1,0.0,0.0,0.0
281,0.0,0.0,0.0,0.0,0.0
282,0.0,0.0,0.0,0.0,0.0
283,0.0,0.2,0.0,0.0,0.0
284,0.0,0.2,0.0,0.0,0.0
285,0.0,0.4,0.0,0.0,0.0
286,0.0,0.4,0.2,0.0,0.0
287,0.0,0.4,0.2,0.0,0.0
288,0.0,0.2,0.2,0.0,0.0
289,0.0,0.2,0.2,0.0,0.0
290,0.0,0.0,0.2,0.0,0.0
291,0.0,0.2,0.0,0.0,0.0
292,0.0,0.2,0.0,0.0,0.0
293,0.0,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,-0.2,0.0
295,0.0,-0.2,0.0,-0.2,0.0
296,0.0,-0.4,0.0,-0.2,0.0
297,0.0,-0.4,0.0,-0.2,0.0
298,0.0,-0.2,0.0,-0.133333333333,0.0
299,0.0,-0.133333333333,0.0,0.0666666666667,0.0
300,0.0,0.0666666666667,0.0,0.0666666666667,0.0
301,0.0,-0.133333333333,0.0,0.0666666666667,0.0
302,0.0,-0.133333333333,0.0,0.0666666666667,0.0
303,0.0,-0.333333333333,0.0,0.0,0.0
304,0.0,-0.4,0.0,0.0,0.0
305,0.0,-0.4,0.0,0.0,0.0
306,0.0,-0.2,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0,0.0
308,0.0,0.2,0.0,0.0,0.0
309,0.0,0.2,0.0,0.0,0.0
310,0.0,0.2,0.0,0.0,0.0
311,0.0,0.2,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0,0.0
313,0.0,0.2,0.0,0.0,0.0
314,0.0,0.2,0.0,0.0,0.0
315,0.0,0.2,0.0,0.0,0.0
316,0.0,0.2,0.0,0.0,0.0
317,0.0,0.2,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0,0.0
319,0.0,0.0,0.0,0.0,0.0
320,0.0,0.0,0.0,0.0,0.0
321,0.0,-0.0666666666667,0.0,0.0,0.0
322,0.0,-0.0666666666667,0.0,0.0,0.0
323,0.0,-0.0666666666667,0.0,0.0,0.0
324,0.0,-0.0666666666667,0.0,0.0,0.0
325,0.0,-0.0666666666667,0.0,0.0,0.0
326,0.0,0.0,0.0,0.0,0.0
327,0.0,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.2,0.0
329,0.0,-0.2,0.0,0.2,0.0
330,0.0,-0.2,0.0,0.4,0.0
331,0.0,0.0,0.0,0.4,0.0
332,0.0,0.0,0.0,0.4,0.0
333,0.0,0.0,0.0,0.2,0.0
334,0.0,0.2,0.0,0.2,-0.0666666666667
335,0.0,0.4,0.0,0.0,-0.0666666666667
336,0.0,0.2,0.0,0.0,-0.0666666666667
337,0.0,0.2,0.0,0.0,-0.0666666666667
338,0.0,0.2,0.0,0.0,-0.0666666666667
339,-0.2,0.2,0.0,0.0,0.0
340,-0.2,0.0,0.0,0.0,0.0
341,-0.2,0.0,0.0,-0.2,0.0
342,-0.2,0.0,-0.0666666666667,-0.2,0.0
343,-0.2,0.2,-0.0666666666667,-0.2,0.0
344,0.0,0.2,-0.0666666666667,-0.2,0.0
345,0.0,0.0,-0.0666666666667,-0.2,0.0
346,0.0,0.0,-0.0666666666667,0.0,0.0
347,0.0,0.2,0.0,0.0,0.0
348,0.0,0.0,0.0,0.0,-0.2
349,0.0,0.2,0.0,0.0,-0.2
350,0.0,0.4,0.0,0.0,-0.2
351,0.0,0.4,0.0,0.0,-0.2
352,0.0,0.2,0.0,0.0,-0.2
353,0.0,0.2,0.0,0.0,0.0
354,0.0,0.0,0.0,0.0,0.1
355,0.0,0.0,0.0,0.0,0.1
356,0.0,0.0,0.0,0.0,0.1
357,0.125,0.0,0.0,0.0,0.1
358,0.125,0.0666666666667,0.0,0.0,0.1
359,0.325,0.0666666666667,0.0,0.0,0.0
360,0.325,0.0666666666667,0.0,0.0,0.0
361,0.325,0.0666666666667,0.0,0.0,-0.2
362,0.2,0.0666666666667,0.0,0.0,-0.2
363,0.2,0.0,0.0,0.0,-0.4
364,0.0,0.0,0.0,0.0,-0.4
365,0.0,0.0,0.0,0.0,-0.2
366,0.0,0.2,0.0,0.0,0.0
367,0.2,0.2,0.0,0.0,0.0
368,0.2,0.2,0.0,0.0666666666667,0.2
369,0.4,0.2,0.0,0.0666666666667,0.2
370,0.4,0.2,0.0,0.0666666666667,0.0
371,0.4,0.0,0.0,0.0666666666667,0.0
372,0.4,0.0,0.0,0.0666666666667,0.0
373,0.4,0.0,0.0,0.0,0.0
374,0.2,0.0,0.0,0.0,0.0
375,0.2,0.0,0.0,0.0,0.0
376,0.2,0.0,0.0,0.0,0.0
377,0.0,0.0,0.0,0.0,0.0
378,0.0,0.0,0.0,0.0,0.0
379,0.0,0.0,0.2,0.0,0.0
380,0.0,0.0,0.2,0.0,0.0
